Sector,Fecha,Hora,Mp10,Mp2_5
pueblo nuevo ,27/06/2019,0,4,4
santa rosa ,27/06/2019,0,29,26
universidad ,27/06/2019,0,12,11
amanecer ,27/06/2019,1,51,49
centro ,27/06/2019,1,9,8
pedro valdivia ,27/06/2019,1,18,17
pueblo nuevo ,27/06/2019,1,33,30
santa rosa ,27/06/2019,1,29,26
universidad ,27/06/2019,1,13,12
amanecer ,27/06/2019,2,24,23
centro ,27/06/2019,2,3,2
pedro valdivia ,27/06/2019,2,9,8
pueblo nuevo ,27/06/2019,2,5,4
santa rosa ,27/06/2019,2,20,18
universidad ,27/06/2019,2,9,8
amanecer ,27/06/2019,3,12,12
centro ,27/06/2019,3,3,2
pedro valdivia ,27/06/2019,3,6,5
pueblo nuevo ,27/06/2019,3,3,2
santa rosa ,27/06/2019,3,7,6
universidad ,27/06/2019,3,5,4
amanecer ,27/06/2019,4,14,13
centro ,27/06/2019,4,3,2
pedro valdivia ,27/06/2019,4,7,6
pueblo nuevo ,27/06/2019,4,3,2
santa rosa ,27/06/2019,4,11,9
universidad ,27/06/2019,4,6,5
amanecer ,27/06/2019,5,8,7
centro ,27/06/2019,5,3,2
pedro valdivia ,27/06/2019,5,6,5
pueblo nuevo ,27/06/2019,5,14,12
santa rosa ,27/06/2019,5,18,16
universidad ,27/06/2019,5,6,5
amanecer ,27/06/2019,6,9,8
centro ,27/06/2019,6,2,2
pedro valdivia ,27/06/2019,6,6,5
pueblo nuevo ,27/06/2019,6,3,2
santa rosa ,27/06/2019,6,20,17
universidad ,27/06/2019,6,5,4
amanecer ,27/06/2019,7,21,20
centro ,27/06/2019,7,3,3
pedro valdivia ,27/06/2019,7,12,10
pueblo nuevo ,27/06/2019,7,22,20
santa rosa ,27/06/2019,7,20,18
universidad ,27/06/2019,7,7,6
amanecer ,27/06/2019,8,31,30
centro ,27/06/2019,8,8,7
pedro valdivia ,27/06/2019,8,18,16
pueblo nuevo ,27/06/2019,8,53,49
santa rosa ,27/06/2019,8,37,32
universidad ,27/06/2019,8,11,10
amanecer ,27/06/2019,9,65,63
centro ,27/06/2019,9,6,6
pedro valdivia ,27/06/2019,9,21,19
pueblo nuevo ,27/06/2019,9,97,90
santa rosa ,27/06/2019,9,76,65
universidad ,27/06/2019,9,19,18
amanecer ,27/06/2019,10,105,101
centro ,27/06/2019,10,42,39
pedro valdivia ,27/06/2019,10,35,33
pueblo nuevo ,27/06/2019,10,75,70
santa rosa ,27/06/2019,10,171,150
universidad ,27/06/2019,10,36,34
amanecer ,27/06/2019,11,86,84
centro ,27/06/2019,11,32,30
pedro valdivia ,27/06/2019,11,38,35
pueblo nuevo ,27/06/2019,11,49,46
santa rosa ,27/06/2019,11,171,150
universidad ,27/06/2019,11,23,21
amanecer ,27/06/2019,12,164,157
centro ,27/06/2019,12,20,19
pedro valdivia ,27/06/2019,12,51,48
pueblo nuevo ,27/06/2019,12,50,47
santa rosa ,27/06/2019,12,206,180
universidad ,27/06/2019,12,24,22
amanecer ,27/06/2019,13,119,115
centro ,27/06/2019,13,23,22
pedro valdivia ,27/06/2019,13,45,42
pueblo nuevo ,27/06/2019,13,25,24
santa rosa ,27/06/2019,13,112,100
universidad ,27/06/2019,13,19,18
amanecer ,27/06/2019,14,106,104
centro ,27/06/2019,14,45,43
pedro valdivia ,27/06/2019,14,95,90
pueblo nuevo ,27/06/2019,14,126,119
santa rosa ,27/06/2019,14,187,165
universidad ,27/06/2019,14,43,41
amanecer ,27/06/2019,15,121,118
centro ,27/06/2019,15,76,72
pedro valdivia ,27/06/2019,15,111,105
pueblo nuevo ,27/06/2019,15,200,189
santa rosa ,27/06/2019,15,218,196
universidad ,27/06/2019,15,25,24
amanecer ,27/06/2019,16,121,118
centro ,27/06/2019,16,81,77
pedro valdivia ,27/06/2019,16,140,132
pueblo nuevo ,27/06/2019,16,121,115
santa rosa ,27/06/2019,16,173,154
universidad ,27/06/2019,16,64,62
amanecer ,27/06/2019,17,226,217
centro ,27/06/2019,17,113,107
pedro valdivia ,27/06/2019,17,145,137
pueblo nuevo ,27/06/2019,17,204,193
santa rosa ,27/06/2019,17,302,261
universidad ,27/06/2019,17,91,89
amanecer ,27/06/2019,18,456,431
centro ,27/06/2019,18,141,134
pedro valdivia ,27/06/2019,18,322,304
pueblo nuevo ,27/06/2019,18,308,283
santa rosa ,27/06/2019,18,379,326
universidad ,27/06/2019,18,160,157
amanecer ,27/06/2019,19,202,193
centro ,27/06/2019,19,118,112
pedro valdivia ,27/06/2019,19,363,339
pueblo nuevo ,27/06/2019,19,264,242
santa rosa ,27/06/2019,19,291,252
universidad ,27/06/2019,19,116,113
amanecer ,27/06/2019,20,279,266
centro ,27/06/2019,20,209,197
pedro valdivia ,27/06/2019,20,365,346
pueblo nuevo ,27/06/2019,20,154,144
santa rosa ,27/06/2019,20,541,465
universidad ,27/06/2019,20,189,185
amanecer ,27/06/2019,21,318,300
centro ,27/06/2019,21,204,190
pedro valdivia ,27/06/2019,21,303,285
pueblo nuevo ,27/06/2019,21,388,354
santa rosa ,27/06/2019,21,564,483
universidad ,27/06/2019,21,157,154
amanecer ,27/06/2019,22,282,269
centro ,27/06/2019,22,140,131
pedro valdivia ,27/06/2019,22,133,126
pueblo nuevo ,27/06/2019,22,165,154
santa rosa ,27/06/2019,22,324,281
universidad ,27/06/2019,22,94,91
amanecer ,27/06/2019,23,421,392
centro ,27/06/2019,23,102,96
pedro valdivia ,27/06/2019,23,201,188
pueblo nuevo ,27/06/2019,23,147,136
santa rosa ,27/06/2019,23,526,437
universidad ,27/06/2019,23,194,190
amanecer ,28/06/2019,0,412,387
centro ,28/06/2019,0,226,210
pedro valdivia ,28/06/2019,0,230,214
pueblo nuevo ,28/06/2019,0,138,127
santa rosa ,28/06/2019,0,631,523
universidad ,28/06/2019,0,263,258
amanecer ,28/06/2019,1,230,218
centro ,28/06/2019,1,165,155
pedro valdivia ,28/06/2019,1,145,137
pueblo nuevo ,28/06/2019,1,178,166
santa rosa ,28/06/2019,1,358,305
universidad ,28/06/2019,1,134,131
amanecer ,28/06/2019,2,108,104
centro ,28/06/2019,2,73,68
pedro valdivia ,28/06/2019,2,122,114
pueblo nuevo ,28/06/2019,2,180,165
santa rosa ,28/06/2019,2,148,126
universidad ,28/06/2019,2,50,48
amanecer ,28/06/2019,3,54,52
centro ,28/06/2019,3,28,25
pedro valdivia ,28/06/2019,3,62,58
pueblo nuevo ,28/06/2019,3,63,57
santa rosa ,28/06/2019,3,49,43
universidad ,28/06/2019,3,25,24
amanecer ,28/06/2019,4,16,15
centro ,28/06/2019,4,9,8
pedro valdivia ,28/06/2019,4,31,27
pueblo nuevo ,28/06/2019,4,20,19
santa rosa ,28/06/2019,4,15,13
universidad ,28/06/2019,4,8,7
amanecer ,28/06/2019,5,13,12
centro ,28/06/2019,5,7,6
pedro valdivia ,28/06/2019,5,14,13
pueblo nuevo ,28/06/2019,5,15,14
santa rosa ,28/06/2019,5,13,11
universidad ,28/06/2019,5,10,9
amanecer ,28/06/2019,6,22,22
centro ,28/06/2019,6,9,8
pedro valdivia ,28/06/2019,6,22,20
pueblo nuevo ,28/06/2019,6,20,18
santa rosa ,28/06/2019,6,26,23
universidad ,28/06/2019,6,13,12
amanecer ,28/06/2019,7,26,25
centro ,28/06/2019,7,18,17
pedro valdivia ,28/06/2019,7,20,18
pueblo nuevo ,28/06/2019,7,35,31
santa rosa ,28/06/2019,7,70,60
universidad ,28/06/2019,7,24,23
amanecer ,28/06/2019,8,60,57
centro ,28/06/2019,8,26,24
pedro valdivia ,28/06/2019,8,34,31
pueblo nuevo ,28/06/2019,8,46,42
santa rosa ,28/06/2019,8,159,136
universidad ,28/06/2019,8,28,26
amanecer ,28/06/2019,9,62,60
centro ,28/06/2019,9,40,37
pedro valdivia ,28/06/2019,9,94,88
pueblo nuevo ,28/06/2019,9,54,50
santa rosa ,28/06/2019,9,222,187
universidad ,28/06/2019,9,29,27
amanecer ,28/06/2019,10,68,66
centro ,28/06/2019,10,75,71
pedro valdivia ,28/06/2019,10,108,103
pueblo nuevo ,28/06/2019,10,44,41
santa rosa ,28/06/2019,10,150,130
universidad ,28/06/2019,10,25,23
amanecer ,28/06/2019,11,43,42
centro ,28/06/2019,11,59,56
pedro valdivia ,28/06/2019,11,84,79
pueblo nuevo ,28/06/2019,11,36,34
santa rosa ,28/06/2019,11,85,76
universidad ,28/06/2019,11,16,15
amanecer ,28/06/2019,12,57,56
centro ,28/06/2019,12,28,26
pedro valdivia ,28/06/2019,12,56,53
pueblo nuevo ,28/06/2019,12,68,63
santa rosa ,28/06/2019,12,111,97
universidad ,28/06/2019,12,13,12
amanecer ,28/06/2019,13,50,48
centro ,28/06/2019,13,23,21
pedro valdivia ,28/06/2019,13,59,56
poniente ,28/06/2019,13,26,25
pueblo nuevo ,28/06/2019,13,77,72
santa rosa ,28/06/2019,13,104,89
universidad ,28/06/2019,13,12,11
amanecer ,28/06/2019,14,49,48
centro ,28/06/2019,14,26,24
pedro valdivia ,28/06/2019,14,63,59
poniente ,28/06/2019,14,13,12
pueblo nuevo ,28/06/2019,14,83,78
santa rosa ,28/06/2019,14,106,92
universidad ,28/06/2019,14,11,10
amanecer ,28/06/2019,15,55,53
centro ,28/06/2019,15,21,20
pedro valdivia ,28/06/2019,15,65,59
poniente ,28/06/2019,15,8,7
pueblo nuevo ,28/06/2019,15,75,70
santa rosa ,28/06/2019,15,78,68
universidad ,28/06/2019,15,12,11
amanecer ,28/06/2019,16,65,63
centro ,28/06/2019,16,24,22
pedro valdivia ,28/06/2019,16,111,105
pueblo nuevo ,28/06/2019,16,85,81
santa rosa ,28/06/2019,16,93,82
universidad ,28/06/2019,16,15,14
amanecer ,28/06/2019,17,90,86
centro ,28/06/2019,17,19,18
pedro valdivia ,28/06/2019,17,94,86
pueblo nuevo ,28/06/2019,17,112,104
santa rosa ,28/06/2019,17,121,102
universidad ,28/06/2019,17,19,18
amanecer ,28/06/2019,18,90,87
centro ,28/06/2019,18,26,25
pedro valdivia ,28/06/2019,18,113,103
poniente ,28/06/2019,18,15,14
pueblo nuevo ,28/06/2019,18,160,152
santa rosa ,28/06/2019,18,149,126
universidad ,28/06/2019,18,14,13
amanecer ,28/06/2019,19,76,74
centro ,28/06/2019,19,30,28
pedro valdivia ,28/06/2019,19,91,86
poniente ,28/06/2019,19,15,14
pueblo nuevo ,28/06/2019,19,127,117
santa rosa ,28/06/2019,19,115,99
universidad ,28/06/2019,19,16,15
amanecer ,28/06/2019,20,98,94
centro ,28/06/2019,20,29,27
pedro valdivia ,28/06/2019,20,84,79
poniente ,28/06/2019,20,16,15
pueblo nuevo ,28/06/2019,20,112,104
santa rosa ,28/06/2019,20,142,119
universidad ,28/06/2019,20,21,19
amanecer ,28/06/2019,21,113,109
centro ,28/06/2019,21,29,27
pedro valdivia ,28/06/2019,21,99,93
poniente ,28/06/2019,21,30,29
pueblo nuevo ,28/06/2019,21,133,123
santa rosa ,28/06/2019,21,132,111
universidad ,28/06/2019,21,33,32
amanecer ,28/06/2019,22,90,87
centro ,28/06/2019,22,42,38
pedro valdivia ,28/06/2019,22,114,104
poniente ,28/06/2019,22,16,15
pueblo nuevo ,28/06/2019,22,106,97
santa rosa ,28/06/2019,22,152,126
universidad ,28/06/2019,22,37,35
amanecer ,28/06/2019,23,62,59
centro ,28/06/2019,23,21,19
pedro valdivia ,28/06/2019,23,102,93
poniente ,28/06/2019,23,14,13
pueblo nuevo ,28/06/2019,23,99,91
santa rosa ,28/06/2019,23,116,99
universidad ,28/06/2019,23,21,20
amanecer ,29/06/2019,0,46,44
centro ,29/06/2019,0,18,16
pedro valdivia ,29/06/2019,0,43,40
poniente ,29/06/2019,0,10,9
pueblo nuevo ,29/06/2019,0,85,77
santa rosa ,29/06/2019,0,90,76
universidad ,29/06/2019,0,22,21
amanecer ,29/06/2019,1,30,29
centro ,29/06/2019,1,13,12
pedro valdivia ,29/06/2019,1,26,24
poniente ,29/06/2019,1,16,15
pueblo nuevo ,29/06/2019,1,39,37
santa rosa ,29/06/2019,1,54,45
universidad ,29/06/2019,1,12,11
amanecer ,29/06/2019,2,23,22
centro ,29/06/2019,2,11,10
pedro valdivia ,29/06/2019,2,20,18
poniente ,29/06/2019,2,10,9
pueblo nuevo ,29/06/2019,2,20,18
santa rosa ,29/06/2019,2,38,32
universidad ,29/06/2019,2,9,8
amanecer ,29/06/2019,3,15,14
centro ,29/06/2019,3,9,8
pedro valdivia ,29/06/2019,3,25,22
poniente ,29/06/2019,3,9,8
pueblo nuevo ,29/06/2019,3,16,15
santa rosa ,29/06/2019,3,32,27
universidad ,29/06/2019,3,9,8
amanecer ,29/06/2019,4,18,17
centro ,29/06/2019,4,10,9
pedro valdivia ,29/06/2019,4,21,19
poniente ,29/06/2019,4,6,5
pueblo nuevo ,29/06/2019,4,19,18
santa rosa ,29/06/2019,4,15,13
universidad ,29/06/2019,4,10,9
amanecer ,29/06/2019,5,15,14
centro ,29/06/2019,5,12,11
pedro valdivia ,29/06/2019,5,22,20
poniente ,29/06/2019,5,9,8
pueblo nuevo ,29/06/2019,5,19,17
santa rosa ,29/06/2019,5,24,21
universidad ,29/06/2019,5,9,8
amanecer ,29/06/2019,6,14,13
centro ,29/06/2019,6,9,8
pedro valdivia ,29/06/2019,6,13,12
poniente ,29/06/2019,6,6,5
pueblo nuevo ,29/06/2019,6,14,12
santa rosa ,29/06/2019,6,25,21
universidad ,29/06/2019,6,7,6
amanecer ,29/06/2019,7,25,24
centro ,29/06/2019,7,10,9
pedro valdivia ,29/06/2019,7,15,14
poniente ,29/06/2019,7,6,5
pueblo nuevo ,29/06/2019,7,12,10
santa rosa ,29/06/2019,7,22,19
universidad ,29/06/2019,7,9,8
amanecer ,29/06/2019,8,37,35
centro ,29/06/2019,8,13,11
pedro valdivia ,29/06/2019,8,15,14
poniente ,29/06/2019,8,6,5
pueblo nuevo ,29/06/2019,8,20,18
santa rosa ,29/06/2019,8,35,30
universidad ,29/06/2019,8,10,9
amanecer ,29/06/2019,9,50,48
centro ,29/06/2019,9,18,17
pedro valdivia ,29/06/2019,9,25,23
poniente ,29/06/2019,9,13,12
pueblo nuevo ,29/06/2019,9,24,22
santa rosa ,29/06/2019,9,65,54
universidad ,29/06/2019,9,13,12
amanecer ,29/06/2019,10,39,38
centro ,29/06/2019,10,16,15
pedro valdivia ,29/06/2019,10,28,25
poniente ,29/06/2019,10,24,23
pueblo nuevo ,29/06/2019,10,35,33
santa rosa ,29/06/2019,10,56,47
universidad ,29/06/2019,10,10,9
amanecer ,29/06/2019,11,24,23
centro ,29/06/2019,11,11,10
pedro valdivia ,29/06/2019,11,22,20
poniente ,29/06/2019,11,5,4
pueblo nuevo ,29/06/2019,11,35,33
santa rosa ,29/06/2019,11,38,31
universidad ,29/06/2019,11,7,6
amanecer ,29/06/2019,12,32,30
centro ,29/06/2019,12,12,11
pedro valdivia ,29/06/2019,12,15,14
poniente ,29/06/2019,12,7,6
pueblo nuevo ,29/06/2019,12,25,22
santa rosa ,29/06/2019,12,40,36
universidad ,29/06/2019,12,7,6
amanecer ,29/06/2019,13,31,30
centro ,29/06/2019,13,10,9
pedro valdivia ,29/06/2019,13,25,23
poniente ,29/06/2019,13,8,7
pueblo nuevo ,29/06/2019,13,35,33
santa rosa ,29/06/2019,13,37,32
universidad ,29/06/2019,13,8,7
amanecer ,29/06/2019,14,41,39
centro ,29/06/2019,14,11,10
pedro valdivia ,29/06/2019,14,21,19
poniente ,29/06/2019,14,6,5
pueblo nuevo ,29/06/2019,14,40,37
santa rosa ,29/06/2019,14,52,45
universidad ,29/06/2019,14,7,6
amanecer ,29/06/2019,15,30,29
centro ,29/06/2019,15,10,9
pedro valdivia ,29/06/2019,15,20,18
pueblo nuevo ,29/06/2019,15,21,19
santa rosa ,29/06/2019,15,37,32
universidad ,29/06/2019,15,8,7
amanecer ,29/06/2019,16,43,42
centro ,29/06/2019,16,10,9
pedro valdivia ,29/06/2019,16,22,20
pueblo nuevo ,29/06/2019,16,30,29
santa rosa ,29/06/2019,16,61,52
universidad ,29/06/2019,16,8,7
amanecer ,29/06/2019,17,158,150
centro ,29/06/2019,17,22,20
pedro valdivia ,29/06/2019,17,102,94
pueblo nuevo ,29/06/2019,17,51,47
santa rosa ,29/06/2019,17,222,180
universidad ,29/06/2019,17,22,20
amanecer ,29/06/2019,18,592,535
centro ,29/06/2019,18,105,96
pedro valdivia ,29/06/2019,18,182,169
poniente ,29/06/2019,18,78,76
pueblo nuevo ,29/06/2019,18,59,55
santa rosa ,29/06/2019,18,623,503
universidad ,29/06/2019,18,168,164
amanecer ,29/06/2019,19,392,362
centro ,29/06/2019,19,297,271
pedro valdivia ,29/06/2019,19,206,194
poniente ,29/06/2019,19,113,110
pueblo nuevo ,29/06/2019,19,149,137
santa rosa ,29/06/2019,19,873,767
universidad ,29/06/2019,19,177,174
amanecer ,29/06/2019,20,338,312
centro ,29/06/2019,20,270,244
pedro valdivia ,29/06/2019,20,271,254
poniente ,29/06/2019,20,139,136
pueblo nuevo ,29/06/2019,20,191,176
santa rosa ,29/06/2019,20,942,891
universidad ,29/06/2019,20,195,190
amanecer ,29/06/2019,21,243,227
centro ,29/06/2019,21,194,178
pedro valdivia ,29/06/2019,21,214,198
poniente ,29/06/2019,21,193,190
pueblo nuevo ,29/06/2019,21,104,96
santa rosa ,29/06/2019,21,814,660
universidad ,29/06/2019,21,122,119
amanecer ,29/06/2019,22,131,125
centro ,29/06/2019,22,185,169
pedro valdivia ,29/06/2019,22,315,290
poniente ,29/06/2019,22,126,123
pueblo nuevo ,29/06/2019,22,470,426
santa rosa ,29/06/2019,22,575,456
universidad ,29/06/2019,22,60,58
amanecer ,29/06/2019,23,98,94
centro ,29/06/2019,23,160,148
pedro valdivia ,29/06/2019,23,262,242
poniente ,29/06/2019,23,119,116
pueblo nuevo ,29/06/2019,23,299,271
santa rosa ,29/06/2019,23,326,264
universidad ,29/06/2019,23,57,55
amanecer ,30/06/2019,0,85,82
centro ,30/06/2019,0,78,72
pedro valdivia ,30/06/2019,0,202,184
poniente ,30/06/2019,0,123,121
pueblo nuevo ,30/06/2019,0,204,189
santa rosa ,30/06/2019,0,206,172
universidad ,30/06/2019,0,44,42
amanecer ,30/06/2019,1,67,64
centro ,30/06/2019,1,50,46
pedro valdivia ,30/06/2019,1,153,141
poniente ,30/06/2019,1,146,143
pueblo nuevo ,30/06/2019,1,143,131
santa rosa ,30/06/2019,1,116,97
universidad ,30/06/2019,1,33,31
amanecer ,30/06/2019,2,48,46
centro ,30/06/2019,2,37,34
pedro valdivia ,30/06/2019,2,86,81
poniente ,30/06/2019,2,51,49
pueblo nuevo ,30/06/2019,2,107,97
santa rosa ,30/06/2019,2,67,55
universidad ,30/06/2019,2,24,23
amanecer ,30/06/2019,3,38,36
centro ,30/06/2019,3,32,29
pedro valdivia ,30/06/2019,3,62,57
poniente ,30/06/2019,3,52,50
pueblo nuevo ,30/06/2019,3,72,66
santa rosa ,30/06/2019,3,49,41
universidad ,30/06/2019,3,22,21
amanecer ,30/06/2019,4,46,44
centro ,30/06/2019,4,33,31
pedro valdivia ,30/06/2019,4,55,51
poniente ,30/06/2019,4,59,57
pueblo nuevo ,30/06/2019,4,71,66
santa rosa ,30/06/2019,4,53,44
universidad ,30/06/2019,4,24,23
amanecer ,30/06/2019,5,38,36
centro ,30/06/2019,5,25,22
pedro valdivia ,30/06/2019,5,46,42
poniente ,30/06/2019,5,34,32
pueblo nuevo ,30/06/2019,5,50,46
santa rosa ,30/06/2019,5,38,32
universidad ,30/06/2019,5,16,15
amanecer ,30/06/2019,6,21,21
centro ,30/06/2019,6,19,17
pedro valdivia ,30/06/2019,6,30,27
poniente ,30/06/2019,6,35,33
pueblo nuevo ,30/06/2019,6,30,27
santa rosa ,30/06/2019,6,35,29
universidad ,30/06/2019,6,13,12
amanecer ,30/06/2019,7,17,16
centro ,30/06/2019,7,17,15
pedro valdivia ,30/06/2019,7,34,31
poniente ,30/06/2019,7,20,19
pueblo nuevo ,30/06/2019,7,27,24
santa rosa ,30/06/2019,7,26,22
universidad ,30/06/2019,7,12,11
amanecer ,30/06/2019,8,21,20
centro ,30/06/2019,8,20,19
pedro valdivia ,30/06/2019,8,50,44
poniente ,30/06/2019,8,21,20
pueblo nuevo ,30/06/2019,8,31,27
santa rosa ,30/06/2019,8,40,34
universidad ,30/06/2019,8,15,14
amanecer ,30/06/2019,9,52,49
centro ,30/06/2019,9,33,30
pedro valdivia ,30/06/2019,9,62,56
poniente ,30/06/2019,9,21,19
pueblo nuevo ,30/06/2019,9,48,44
santa rosa ,30/06/2019,9,71,59
universidad ,30/06/2019,9,28,26
amanecer ,30/06/2019,10,87,83
centro ,30/06/2019,10,41,38
pedro valdivia ,30/06/2019,10,74,69
poniente ,30/06/2019,10,24,23
pueblo nuevo ,30/06/2019,10,62,58
santa rosa ,30/06/2019,10,96,82
universidad ,30/06/2019,10,38,37
amanecer ,30/06/2019,11,77,75
centro ,30/06/2019,11,52,48
pedro valdivia ,30/06/2019,11,71,67
poniente ,30/06/2019,11,28,26
pueblo nuevo ,30/06/2019,11,49,45
santa rosa ,30/06/2019,11,63,55
universidad ,30/06/2019,11,44,42
amanecer ,30/06/2019,12,66,64
centro ,30/06/2019,12,51,48
pedro valdivia ,30/06/2019,12,118,111
poniente ,30/06/2019,12,23,22
pueblo nuevo ,30/06/2019,12,57,53
santa rosa ,30/06/2019,12,85,74
universidad ,30/06/2019,12,30,28
amanecer ,30/06/2019,13,58,56
centro ,30/06/2019,13,51,48
pedro valdivia ,30/06/2019,13,103,96
poniente ,30/06/2019,13,15,14
pueblo nuevo ,30/06/2019,13,131,123
santa rosa ,30/06/2019,13,106,93
universidad ,30/06/2019,13,17,16
amanecer ,30/06/2019,14,77,75
centro ,30/06/2019,14,21,19
pedro valdivia ,30/06/2019,14,66,61
poniente ,30/06/2019,14,10,9
pueblo nuevo ,30/06/2019,14,104,97
santa rosa ,30/06/2019,14,86,73
universidad ,30/06/2019,14,15,14
amanecer ,30/06/2019,15,76,73
centro ,30/06/2019,15,24,22
pedro valdivia ,30/06/2019,15,80,74
poniente ,30/06/2019,15,9,8
pueblo nuevo ,30/06/2019,15,119,110
santa rosa ,30/06/2019,15,83,72
universidad ,30/06/2019,15,13,12
amanecer ,30/06/2019,16,45,43
centro ,30/06/2019,16,19,17
pedro valdivia ,30/06/2019,16,59,56
poniente ,30/06/2019,16,12,11
pueblo nuevo ,30/06/2019,16,128,119
santa rosa ,30/06/2019,16,99,84
universidad ,30/06/2019,16,14,13
amanecer ,30/06/2019,17,133,126
centro ,30/06/2019,17,41,38
pedro valdivia ,30/06/2019,17,86,81
poniente ,30/06/2019,17,9,8
pueblo nuevo ,30/06/2019,17,134,124
santa rosa ,30/06/2019,17,162,136
universidad ,30/06/2019,17,32,30
amanecer ,30/06/2019,18,179,171
centro ,30/06/2019,18,63,58
pedro valdivia ,30/06/2019,18,122,113
poniente ,30/06/2019,18,7,6
pueblo nuevo ,30/06/2019,18,92,86
santa rosa ,30/06/2019,18,188,167
universidad ,30/06/2019,18,41,39
amanecer ,30/06/2019,19,184,174
centro ,30/06/2019,19,59,54
pedro valdivia ,30/06/2019,19,214,196
poniente ,30/06/2019,19,9,8
pueblo nuevo ,30/06/2019,19,194,179
santa rosa ,30/06/2019,19,259,216
universidad ,30/06/2019,19,44,42
amanecer ,30/06/2019,20,120,115
centro ,30/06/2019,20,61,57
pedro valdivia ,30/06/2019,20,164,153
poniente ,30/06/2019,20,13,12
pueblo nuevo ,30/06/2019,20,190,177
santa rosa ,30/06/2019,20,211,178
universidad ,30/06/2019,20,34,32
amanecer ,30/06/2019,21,100,97
centro ,30/06/2019,21,24,22
pedro valdivia ,30/06/2019,21,77,72
poniente ,30/06/2019,21,6,5
pueblo nuevo ,30/06/2019,21,132,123
santa rosa ,30/06/2019,21,205,171
universidad ,30/06/2019,21,28,26
amanecer ,30/06/2019,22,260,242
centro ,30/06/2019,22,54,49
pedro valdivia ,30/06/2019,22,121,112
poniente ,30/06/2019,22,24,22
pueblo nuevo ,30/06/2019,22,130,119
santa rosa ,30/06/2019,22,229,190
universidad ,30/06/2019,22,42,40
amanecer ,30/06/2019,23,563,504
centro ,30/06/2019,23,126,116
pedro valdivia ,30/06/2019,23,385,355
poniente ,30/06/2019,23,11,10
pueblo nuevo ,30/06/2019,23,64,60
santa rosa ,30/06/2019,23,253,207
universidad ,30/06/2019,23,109,107
amanecer ,01/07/2019,0,813,714
centro ,01/07/2019,0,0,0
poniente ,01/07/2019,0,28,26
pueblo nuevo ,01/07/2019,0,140,130
santa rosa ,01/07/2019,0,381,302
universidad ,01/07/2019,0,202,199
amanecer ,01/07/2019,1,673,598
centro ,01/07/2019,1,0,0
poniente ,01/07/2019,1,43,41
pueblo nuevo ,01/07/2019,1,127,116
santa rosa ,01/07/2019,1,393,307
universidad ,01/07/2019,1,342,337
amanecer ,01/07/2019,2,672,594
centro ,01/07/2019,2,0,0
poniente ,01/07/2019,2,50,48
pueblo nuevo ,01/07/2019,2,93,85
santa rosa ,01/07/2019,2,400,315
universidad ,01/07/2019,2,210,207
amanecer ,01/07/2019,3,608,541
centro ,01/07/2019,3,0,0
poniente ,01/07/2019,3,82,80
pueblo nuevo ,01/07/2019,3,68,62
santa rosa ,01/07/2019,3,360,282
universidad ,01/07/2019,3,129,127
amanecer ,01/07/2019,4,443,397
centro ,01/07/2019,4,0,0
poniente ,01/07/2019,4,84,82
pueblo nuevo ,01/07/2019,4,172,151
santa rosa ,01/07/2019,4,292,243
universidad ,01/07/2019,4,90,87
amanecer ,01/07/2019,5,308,279
centro ,01/07/2019,5,0,0
poniente ,01/07/2019,5,49,47
pueblo nuevo ,01/07/2019,5,214,194
santa rosa ,01/07/2019,5,268,220
universidad ,01/07/2019,5,70,68
amanecer ,01/07/2019,6,211,194
centro ,01/07/2019,6,0,0
poniente ,01/07/2019,6,57,55
pueblo nuevo ,01/07/2019,6,165,148
santa rosa ,01/07/2019,6,237,201
universidad ,01/07/2019,6,102,99
amanecer ,01/07/2019,7,213,199
centro ,01/07/2019,7,0,0
poniente ,01/07/2019,7,79,77
pueblo nuevo ,01/07/2019,7,136,123
santa rosa ,01/07/2019,7,164,139
universidad ,01/07/2019,7,132,129
amanecer ,01/07/2019,8,190,179
centro ,01/07/2019,8,0,0
poniente ,01/07/2019,8,114,111
pueblo nuevo ,01/07/2019,8,168,154
santa rosa ,01/07/2019,8,148,119
universidad ,01/07/2019,8,128,125
amanecer ,01/07/2019,9,234,220
centro ,01/07/2019,9,0,0
poniente ,01/07/2019,9,116,114
pueblo nuevo ,01/07/2019,9,146,134
santa rosa ,01/07/2019,9,207,167
universidad ,01/07/2019,9,124,122
amanecer ,01/07/2019,10,190,179
centro ,01/07/2019,10,0,0
poniente ,01/07/2019,10,84,82
pueblo nuevo ,01/07/2019,10,160,148
santa rosa ,01/07/2019,10,201,164
universidad ,01/07/2019,10,94,92
amanecer ,01/07/2019,11,129,124
centro ,01/07/2019,11,0,0
poniente ,01/07/2019,11,25,24
pueblo nuevo ,01/07/2019,11,90,84
santa rosa ,01/07/2019,11,132,111
universidad ,01/07/2019,11,66,64
amanecer ,01/07/2019,12,132,129
centro ,01/07/2019,12,0,0
poniente ,01/07/2019,12,12,11
pueblo nuevo ,01/07/2019,12,64,59
santa rosa ,01/07/2019,12,96,83
universidad ,01/07/2019,12,49,47
amanecer ,01/07/2019,13,81,79
centro ,01/07/2019,13,0,0
poniente ,01/07/2019,13,12,11
pueblo nuevo ,01/07/2019,13,47,44
santa rosa ,01/07/2019,13,104,92
universidad ,01/07/2019,13,26,25
amanecer ,01/07/2019,14,65,62
