Sector,Fecha,Hora,Mp10,Mp2_5
santa rosa ,13/05/2019,10,69,61
universidad ,13/05/2019,10,28,27
amanecer ,13/05/2019,11,36,34
centro ,13/05/2019,11,28,25
pedro valdivia ,13/05/2019,11,28,26
pueblo nuevo ,13/05/2019,11,28,25
santa rosa ,13/05/2019,11,50,44
universidad ,13/05/2019,11,73,70
amanecer ,13/05/2019,12,28,27
centro ,13/05/2019,12,13,11
pedro valdivia ,13/05/2019,12,17,16
pueblo nuevo ,13/05/2019,12,19,17
santa rosa ,13/05/2019,12,26,22
universidad ,13/05/2019,12,23,22
amanecer ,13/05/2019,13,22,21
centro ,13/05/2019,13,9,8
pedro valdivia ,13/05/2019,13,15,14
pueblo nuevo ,13/05/2019,13,16,15
santa rosa ,13/05/2019,13,20,18
universidad ,13/05/2019,13,10,9
amanecer ,13/05/2019,14,17,17
centro ,13/05/2019,14,8,7
pedro valdivia ,13/05/2019,14,14,13
pueblo nuevo ,13/05/2019,14,16,15
santa rosa ,13/05/2019,14,20,18
universidad ,13/05/2019,14,8,7
amanecer ,13/05/2019,15,14,13
centro ,13/05/2019,15,7,7
pedro valdivia ,13/05/2019,15,13,11
pueblo nuevo ,13/05/2019,15,17,16
santa rosa ,13/05/2019,15,20,17
universidad ,13/05/2019,15,7,6
amanecer ,13/05/2019,16,35,35
centro ,13/05/2019,16,11,10
pedro valdivia ,13/05/2019,16,15,14
pueblo nuevo ,13/05/2019,16,22,19
santa rosa ,13/05/2019,16,29,26
universidad ,13/05/2019,16,7,6
amanecer ,13/05/2019,17,111,106
centro ,13/05/2019,17,17,16
pedro valdivia ,13/05/2019,17,50,47
pueblo nuevo ,13/05/2019,17,45,41
santa rosa ,13/05/2019,17,79,71
universidad ,13/05/2019,17,8,7
amanecer ,13/05/2019,18,396,372
centro ,13/05/2019,18,82,77
pedro valdivia ,13/05/2019,18,176,166
pueblo nuevo ,13/05/2019,18,89,83
santa rosa ,13/05/2019,18,185,158
universidad ,13/05/2019,18,10,9
amanecer ,13/05/2019,19,480,448
centro ,13/05/2019,19,70,66
pedro valdivia ,13/05/2019,19,115,108
pueblo nuevo ,13/05/2019,19,81,73
santa rosa ,13/05/2019,19,547,453
universidad ,13/05/2019,19,23,22
amanecer ,13/05/2019,20,875,826
centro ,13/05/2019,20,72,67
pedro valdivia ,13/05/2019,20,152,143
pueblo nuevo ,13/05/2019,20,155,136
santa rosa ,13/05/2019,20,822,710
universidad ,13/05/2019,20,73,71
amanecer ,13/05/2019,21,962,930
centro ,13/05/2019,21,67,62
pedro valdivia ,13/05/2019,21,128,121
pueblo nuevo ,13/05/2019,21,110,99
santa rosa ,13/05/2019,21,853,763
universidad ,13/05/2019,21,241,237
amanecer ,13/05/2019,22,944,868
centro ,13/05/2019,22,247,227
pedro valdivia ,13/05/2019,22,361,339
pueblo nuevo ,13/05/2019,22,218,199
santa rosa ,13/05/2019,22,786,689
universidad ,13/05/2019,22,345,339
amanecer ,13/05/2019,23,1000,979
centro ,13/05/2019,23,127,117
pedro valdivia ,13/05/2019,23,282,262
pueblo nuevo ,13/05/2019,23,569,508
santa rosa ,13/05/2019,23,683,573
universidad ,13/05/2019,23,258,253
amanecer ,14/05/2019,0,745,680
centro ,14/05/2019,0,239,221
pedro valdivia ,14/05/2019,0,158,145
pueblo nuevo ,14/05/2019,0,502,445
santa rosa ,14/05/2019,0,559,444
universidad ,14/05/2019,0,213,210
amanecer ,14/05/2019,1,415,381
centro ,14/05/2019,1,212,191
pedro valdivia ,14/05/2019,1,242,223
pueblo nuevo ,14/05/2019,1,222,199
santa rosa ,14/05/2019,1,237,196
universidad ,14/05/2019,1,290,285
amanecer ,14/05/2019,2,261,242
centro ,14/05/2019,2,94,87
pedro valdivia ,14/05/2019,2,118,109
pueblo nuevo ,14/05/2019,2,105,94
santa rosa ,14/05/2019,2,150,127
universidad ,14/05/2019,2,200,197
amanecer ,14/05/2019,3,127,121
centro ,14/05/2019,3,82,74
pedro valdivia ,14/05/2019,3,107,98
pueblo nuevo ,14/05/2019,3,68,62
santa rosa ,14/05/2019,3,121,104
universidad ,14/05/2019,3,186,183
amanecer ,14/05/2019,4,76,73
centro ,14/05/2019,4,60,55
pedro valdivia ,14/05/2019,4,55,50
pueblo nuevo ,14/05/2019,4,62,55
santa rosa ,14/05/2019,4,70,63
universidad ,14/05/2019,4,79,77
amanecer ,14/05/2019,5,48,46
centro ,14/05/2019,5,48,45
pedro valdivia ,14/05/2019,5,71,65
pueblo nuevo ,14/05/2019,5,64,58
santa rosa ,14/05/2019,5,58,50
universidad ,14/05/2019,5,86,84
amanecer ,14/05/2019,6,41,40
centro ,14/05/2019,6,39,35
pedro valdivia ,14/05/2019,6,57,53
pueblo nuevo ,14/05/2019,6,48,44
santa rosa ,14/05/2019,6,59,51
universidad ,14/05/2019,6,42,40
amanecer ,14/05/2019,7,76,73
centro ,14/05/2019,7,50,45
pedro valdivia ,14/05/2019,7,152,139
pueblo nuevo ,14/05/2019,7,73,66
santa rosa ,14/05/2019,7,116,99
universidad ,14/05/2019,7,39,37
amanecer ,14/05/2019,8,168,158
centro ,14/05/2019,8,80,74
pedro valdivia ,14/05/2019,8,232,215
pueblo nuevo ,14/05/2019,8,91,82
santa rosa ,14/05/2019,8,138,116
universidad ,14/05/2019,8,43,41
amanecer ,14/05/2019,9,170,163
centro ,14/05/2019,9,88,81
pedro valdivia ,14/05/2019,9,116,109
pueblo nuevo ,14/05/2019,9,94,85
santa rosa ,14/05/2019,9,150,126
universidad ,14/05/2019,9,59,57
amanecer ,14/05/2019,10,208,198
centro ,14/05/2019,10,132,120
pedro valdivia ,14/05/2019,10,160,148
pueblo nuevo ,14/05/2019,10,131,118
santa rosa ,14/05/2019,10,212,175
universidad ,14/05/2019,10,116,114
amanecer ,14/05/2019,11,218,209
centro ,14/05/2019,11,127,118
pedro valdivia ,14/05/2019,11,167,157
pueblo nuevo ,14/05/2019,11,113,103
santa rosa ,14/05/2019,11,158,137
universidad ,14/05/2019,11,100,97
amanecer ,14/05/2019,12,86,84
centro ,14/05/2019,12,86,81
pedro valdivia ,14/05/2019,12,89,84
pueblo nuevo ,14/05/2019,12,166,154
santa rosa ,14/05/2019,12,147,134
universidad ,14/05/2019,12,133,130
amanecer ,14/05/2019,13,71,69
centro ,14/05/2019,13,77,73
pedro valdivia ,14/05/2019,13,116,110
pueblo nuevo ,14/05/2019,13,164,153
santa rosa ,14/05/2019,13,115,106
universidad ,14/05/2019,13,107,105
amanecer ,14/05/2019,14,53,51
centro ,14/05/2019,14,70,66
pedro valdivia ,14/05/2019,14,75,71
pueblo nuevo ,14/05/2019,14,133,125
santa rosa ,14/05/2019,14,93,86
universidad ,14/05/2019,14,50,48
amanecer ,14/05/2019,15,40,39
centro ,14/05/2019,15,37,35
pedro valdivia ,14/05/2019,15,55,51
pueblo nuevo ,14/05/2019,15,68,64
santa rosa ,14/05/2019,15,57,52
universidad ,14/05/2019,15,47,45
amanecer ,14/05/2019,16,69,67
centro ,14/05/2019,16,34,32
pedro valdivia ,14/05/2019,16,51,48
pueblo nuevo ,14/05/2019,16,60,56
santa rosa ,14/05/2019,16,75,68
universidad ,14/05/2019,16,25,24
amanecer ,14/05/2019,17,295,280
centro ,14/05/2019,17,77,73
pedro valdivia ,14/05/2019,17,172,160
pueblo nuevo ,14/05/2019,17,85,80
santa rosa ,14/05/2019,17,254,227
universidad ,14/05/2019,17,24,23
amanecer ,14/05/2019,18,784,729
centro ,14/05/2019,18,129,120
pedro valdivia ,14/05/2019,18,158,150
pueblo nuevo ,14/05/2019,18,111,103
santa rosa ,14/05/2019,18,687,593
universidad ,14/05/2019,18,28,26
amanecer ,14/05/2019,19,1000,964
centro ,14/05/2019,19,115,108
pedro valdivia ,14/05/2019,19,139,132
pueblo nuevo ,14/05/2019,19,115,108
santa rosa ,14/05/2019,19,886,800
universidad ,14/05/2019,19,68,66
amanecer ,14/05/2019,20,974,943
centro ,14/05/2019,20,105,98
pedro valdivia ,14/05/2019,20,132,124
pueblo nuevo ,14/05/2019,20,390,353
santa rosa ,14/05/2019,20,944,899
universidad ,14/05/2019,20,295,290
amanecer ,14/05/2019,21,1000,1000
centro ,14/05/2019,21,111,104
pedro valdivia ,14/05/2019,21,132,124
pueblo nuevo ,14/05/2019,21,445,405
santa rosa ,14/05/2019,21,981,971
universidad ,14/05/2019,21,248,244
amanecer ,14/05/2019,22,1000,1000
centro ,14/05/2019,22,108,101
pedro valdivia ,14/05/2019,22,96,89
pueblo nuevo ,14/05/2019,22,779,707
santa rosa ,14/05/2019,22,1000,999
universidad ,14/05/2019,22,286,281
amanecer ,14/05/2019,23,903,880
centro ,14/05/2019,23,437,398
pedro valdivia ,14/05/2019,23,385,358
pueblo nuevo ,14/05/2019,23,806,713
santa rosa ,14/05/2019,23,684,594
universidad ,14/05/2019,23,313,308
amanecer ,15/05/2019,0,835,754
centro ,15/05/2019,0,340,311
pedro valdivia ,15/05/2019,0,371,338
pueblo nuevo ,15/05/2019,0,653,577
santa rosa ,15/05/2019,0,737,601
universidad ,15/05/2019,0,352,347
amanecer ,15/05/2019,1,709,643
centro ,15/05/2019,1,286,259
pedro valdivia ,15/05/2019,1,234,218
pueblo nuevo ,15/05/2019,1,412,364
santa rosa ,15/05/2019,1,394,322
universidad ,15/05/2019,1,293,288
amanecer ,15/05/2019,2,161,154
centro ,15/05/2019,2,134,123
pedro valdivia ,15/05/2019,2,209,194
pueblo nuevo ,15/05/2019,2,131,120
santa rosa ,15/05/2019,2,181,157
universidad ,15/05/2019,2,459,453
amanecer ,15/05/2019,3,170,161
centro ,15/05/2019,3,106,98
pedro valdivia ,15/05/2019,3,217,200
pueblo nuevo ,15/05/2019,3,122,109
santa rosa ,15/05/2019,3,146,126
universidad ,15/05/2019,3,281,276
amanecer ,15/05/2019,4,137,131
centro ,15/05/2019,4,100,91
pedro valdivia ,15/05/2019,4,114,107
pueblo nuevo ,15/05/2019,4,146,132
santa rosa ,15/05/2019,4,147,126
universidad ,15/05/2019,4,132,130
amanecer ,15/05/2019,5,91,87
centro ,15/05/2019,5,91,84
pedro valdivia ,15/05/2019,5,111,102
pueblo nuevo ,15/05/2019,5,96,86
santa rosa ,15/05/2019,5,104,91
universidad ,15/05/2019,5,110,108
amanecer ,15/05/2019,6,52,50
centro ,15/05/2019,6,58,54
pedro valdivia ,15/05/2019,6,101,94
pueblo nuevo ,15/05/2019,6,68,61
santa rosa ,15/05/2019,6,112,95
universidad ,15/05/2019,6,74,72
amanecer ,15/05/2019,7,89,86
centro ,15/05/2019,7,63,58
pedro valdivia ,15/05/2019,7,171,160
pueblo nuevo ,15/05/2019,7,104,93
santa rosa ,15/05/2019,7,172,146
universidad ,15/05/2019,7,71,68
amanecer ,15/05/2019,8,100,97
centro ,15/05/2019,8,84,77
pedro valdivia ,15/05/2019,8,162,151
pueblo nuevo ,15/05/2019,8,147,134
santa rosa ,15/05/2019,8,206,171
universidad ,15/05/2019,8,41,39
amanecer ,15/05/2019,9,131,127
centro ,15/05/2019,9,89,84
pedro valdivia ,15/05/2019,9,160,149
pueblo nuevo ,15/05/2019,9,160,147
santa rosa ,15/05/2019,9,205,173
universidad ,15/05/2019,9,44,42
amanecer ,15/05/2019,10,126,121
centro ,15/05/2019,10,104,97
pedro valdivia ,15/05/2019,10,170,160
pueblo nuevo ,15/05/2019,10,139,126
santa rosa ,15/05/2019,10,159,138
universidad ,15/05/2019,10,57,55
amanecer ,15/05/2019,11,120,117
centro ,15/05/2019,11,97,91
pedro valdivia ,15/05/2019,11,157,148
pueblo nuevo ,15/05/2019,11,107,98
santa rosa ,15/05/2019,11,141,126
universidad ,15/05/2019,11,49,47
amanecer ,15/05/2019,12,121,118
centro ,15/05/2019,12,92,87
pedro valdivia ,15/05/2019,12,123,117
pueblo nuevo ,15/05/2019,12,102,94
santa rosa ,15/05/2019,12,125,114
universidad ,15/05/2019,12,74,72
amanecer ,15/05/2019,13,103,101
centro ,15/05/2019,13,70,67
pedro valdivia ,15/05/2019,13,84,80
pueblo nuevo ,15/05/2019,13,107,98
santa rosa ,15/05/2019,13,103,96
universidad ,15/05/2019,13,63,61
amanecer ,15/05/2019,14,116,114
centro ,15/05/2019,14,71,68
pedro valdivia ,15/05/2019,14,98,94
pueblo nuevo ,15/05/2019,14,89,84
santa rosa ,15/05/2019,14,104,97
universidad ,15/05/2019,14,67,65
amanecer ,15/05/2019,15,161,155
centro ,15/05/2019,15,65,62
pedro valdivia ,15/05/2019,15,71,68
pueblo nuevo ,15/05/2019,15,83,78
santa rosa ,15/05/2019,15,100,91
universidad ,15/05/2019,15,57,55
amanecer ,15/05/2019,16,188,179
centro ,15/05/2019,16,132,126
pedro valdivia ,15/05/2019,16,124,118
pueblo nuevo ,15/05/2019,16,134,125
santa rosa ,15/05/2019,16,212,191
universidad ,15/05/2019,16,65,63
amanecer ,15/05/2019,17,356,341
centro ,15/05/2019,17,133,125
pedro valdivia ,15/05/2019,17,274,259
pueblo nuevo ,15/05/2019,17,163,152
santa rosa ,15/05/2019,17,303,271
universidad ,15/05/2019,17,76,74
amanecer ,15/05/2019,18,758,705
centro ,15/05/2019,18,231,216
pedro valdivia ,15/05/2019,18,497,467
pueblo nuevo ,15/05/2019,18,183,169
santa rosa ,15/05/2019,18,655,562
universidad ,15/05/2019,18,92,90
amanecer ,15/05/2019,19,901,836
centro ,15/05/2019,19,351,326
pedro valdivia ,15/05/2019,19,485,461
pueblo nuevo ,15/05/2019,19,308,281
santa rosa ,15/05/2019,19,846,770
universidad ,15/05/2019,19,138,135
amanecer ,15/05/2019,20,582,553
centro ,15/05/2019,20,298,276
pedro valdivia ,15/05/2019,20,331,313
pueblo nuevo ,15/05/2019,20,270,248
santa rosa ,15/05/2019,20,674,595
universidad ,15/05/2019,20,339,334
amanecer ,15/05/2019,21,662,617
centro ,15/05/2019,21,261,244
pedro valdivia ,15/05/2019,21,423,398
pueblo nuevo ,15/05/2019,21,292,270
santa rosa ,15/05/2019,21,519,443
universidad ,15/05/2019,21,339,334
amanecer ,15/05/2019,22,643,601
centro ,15/05/2019,22,284,266
pedro valdivia ,15/05/2019,22,444,418
pueblo nuevo ,15/05/2019,22,373,344
santa rosa ,15/05/2019,22,531,456
universidad ,15/05/2019,22,326,321
amanecer ,15/05/2019,23,1000,943
centro ,15/05/2019,23,189,178
pedro valdivia ,15/05/2019,23,681,634
pueblo nuevo ,15/05/2019,23,376,348
santa rosa ,15/05/2019,23,256,224
universidad ,15/05/2019,23,352,347
amanecer ,16/05/2019,0,987,953
centro ,16/05/2019,0,180,169
pedro valdivia ,16/05/2019,0,472,438
pueblo nuevo ,16/05/2019,0,256,238
santa rosa ,16/05/2019,0,365,309
universidad ,16/05/2019,0,268,264
amanecer ,16/05/2019,1,909,820
centro ,16/05/2019,1,181,170
pedro valdivia ,16/05/2019,1,263,247
pueblo nuevo ,16/05/2019,1,197,182
santa rosa ,16/05/2019,1,483,397
universidad ,16/05/2019,1,511,504
amanecer ,16/05/2019,2,524,485
centro ,16/05/2019,2,156,146
pedro valdivia ,16/05/2019,2,257,240
pueblo nuevo ,16/05/2019,2,221,203
santa rosa ,16/05/2019,2,544,443
universidad ,16/05/2019,2,515,508
amanecer ,16/05/2019,3,215,206
centro ,16/05/2019,3,272,251
pedro valdivia ,16/05/2019,3,297,277
pueblo nuevo ,16/05/2019,3,295,264
santa rosa ,16/05/2019,3,604,487
universidad ,16/05/2019,3,508,501
amanecer ,16/05/2019,4,225,214
centro ,16/05/2019,4,311,283
pedro valdivia ,16/05/2019,4,272,254
pueblo nuevo ,16/05/2019,4,396,352
santa rosa ,16/05/2019,4,556,449
universidad ,16/05/2019,4,431,425
amanecer ,16/05/2019,5,223,213
centro ,16/05/2019,5,246,227
pedro valdivia ,16/05/2019,5,212,199
pueblo nuevo ,16/05/2019,5,261,237
santa rosa ,16/05/2019,5,453,374
universidad ,16/05/2019,5,220,216
amanecer ,16/05/2019,6,258,244
centro ,16/05/2019,6,160,147
pedro valdivia ,16/05/2019,6,211,198
pueblo nuevo ,16/05/2019,6,104,93
santa rosa ,16/05/2019,6,257,218
universidad ,16/05/2019,6,166,163
amanecer ,16/05/2019,7,320,300
centro ,16/05/2019,7,59,56
pedro valdivia ,16/05/2019,7,142,135
pueblo nuevo ,16/05/2019,7,60,55
santa rosa ,16/05/2019,7,104,91
universidad ,16/05/2019,7,174,170
amanecer ,16/05/2019,8,205,193
centro ,16/05/2019,8,45,43
pedro valdivia ,16/05/2019,8,62,58
pueblo nuevo ,16/05/2019,8,52,49
santa rosa ,16/05/2019,8,87,79
universidad ,16/05/2019,8,197,193
amanecer ,16/05/2019,9,54,53
centro ,16/05/2019,9,29,27
pedro valdivia ,16/05/2019,9,44,41
pueblo nuevo ,16/05/2019,9,36,32
santa rosa ,16/05/2019,9,64,57
universidad ,16/05/2019,9,169,166
amanecer ,16/05/2019,10,42,40
centro ,16/05/2019,10,31,29
pedro valdivia ,16/05/2019,10,33,30
pueblo nuevo ,16/05/2019,10,29,26
santa rosa ,16/05/2019,10,64,56
universidad ,16/05/2019,10,38,36
amanecer ,16/05/2019,11,46,45
centro ,16/05/2019,11,26,24
pedro valdivia ,16/05/2019,11,44,41
pueblo nuevo ,16/05/2019,11,31,28
santa rosa ,16/05/2019,11,74,65
universidad ,16/05/2019,11,23,22
amanecer ,16/05/2019,12,39,37
centro ,16/05/2019,12,26,24
pedro valdivia ,16/05/2019,12,33,30
pueblo nuevo ,16/05/2019,12,37,33
santa rosa ,16/05/2019,12,75,65
universidad ,16/05/2019,12,19,18
amanecer ,16/05/2019,13,39,38
centro ,16/05/2019,13,19,18
pedro valdivia ,16/05/2019,13,34,31
pueblo nuevo ,16/05/2019,13,30,27
santa rosa ,16/05/2019,13,74,64
universidad ,16/05/2019,13,26,25
amanecer ,16/05/2019,14,35,34
centro ,16/05/2019,14,22,20
pedro valdivia ,16/05/2019,14,36,34
pueblo nuevo ,16/05/2019,14,38,34
santa rosa ,16/05/2019,14,81,71
universidad ,16/05/2019,14,20,19
amanecer ,16/05/2019,15,41,40
centro ,16/05/2019,15,20,19
pedro valdivia ,16/05/2019,15,40,37
pueblo nuevo ,16/05/2019,15,34,30
santa rosa ,16/05/2019,15,100,89
universidad ,16/05/2019,15,20,18
amanecer ,16/05/2019,16,37,35
centro ,16/05/2019,16,23,21
pedro valdivia ,16/05/2019,16,38,35
pueblo nuevo ,16/05/2019,16,41,37
santa rosa ,16/05/2019,16,76,66
universidad ,16/05/2019,16,21,20
amanecer ,16/05/2019,17,44,43
centro ,16/05/2019,17,21,20
pedro valdivia ,16/05/2019,17,45,41
pueblo nuevo ,16/05/2019,17,27,25
santa rosa ,16/05/2019,17,76,66
universidad ,16/05/2019,17,23,22
amanecer ,16/05/2019,18,48,47
centro ,16/05/2019,18,26,24
pedro valdivia ,16/05/2019,18,57,54
pueblo nuevo ,16/05/2019,18,34,31
santa rosa ,16/05/2019,18,68,60
universidad ,16/05/2019,18,20,19
amanecer ,16/05/2019,19,52,50
centro ,16/05/2019,19,23,22
pedro valdivia ,16/05/2019,19,40,37
pueblo nuevo ,16/05/2019,19,33,30
santa rosa ,16/05/2019,19,62,54
universidad ,16/05/2019,19,22,21
amanecer ,16/05/2019,20,45,44
centro ,16/05/2019,20,23,21
pedro valdivia ,16/05/2019,20,34,32
pueblo nuevo ,16/05/2019,20,37,33
santa rosa ,16/05/2019,20,79,70
universidad ,16/05/2019,20,28,26
amanecer ,16/05/2019,21,59,57
centro ,16/05/2019,21,31,29
pedro valdivia ,16/05/2019,21,36,34
pueblo nuevo ,16/05/2019,21,50,46
santa rosa ,16/05/2019,21,87,77
universidad ,16/05/2019,21,22,21
amanecer ,16/05/2019,22,50,48
centro ,16/05/2019,22,38,35
pedro valdivia ,16/05/2019,22,41,38
pueblo nuevo ,16/05/2019,22,49,44
santa rosa ,16/05/2019,22,82,73
universidad ,16/05/2019,22,22,21
amanecer ,16/05/2019,23,45,44
centro ,16/05/2019,23,32,29
pedro valdivia ,16/05/2019,23,34,32
pueblo nuevo ,16/05/2019,23,36,32
santa rosa ,16/05/2019,23,77,68
universidad ,16/05/2019,23,25,23
amanecer ,17/05/2019,0,25,24
centro ,17/05/2019,0,20,18
pedro valdivia ,17/05/2019,0,16,15
pueblo nuevo ,17/05/2019,0,24,22
santa rosa ,17/05/2019,0,48,42
universidad ,17/05/2019,0,25,24
amanecer ,17/05/2019,1,22,21
centro ,17/05/2019,1,12,11
pedro valdivia ,17/05/2019,1,12,11
pueblo nuevo ,17/05/2019,1,15,14
santa rosa ,17/05/2019,1,35,31
universidad ,17/05/2019,1,19,18
amanecer ,17/05/2019,2,21,20
centro ,17/05/2019,2,8,7
pedro valdivia ,17/05/2019,2,9,9
pueblo nuevo ,17/05/2019,2,8,8
santa rosa ,17/05/2019,2,19,17
universidad ,17/05/2019,2,13,12
amanecer ,17/05/2019,3,13,13
centro ,17/05/2019,3,9,8
pedro valdivia ,17/05/2019,3,9,8
pueblo nuevo ,17/05/2019,3,7,6
santa rosa ,17/05/2019,3,15,13
universidad ,17/05/2019,3,10,9
amanecer ,17/05/2019,4,15,15
centro ,17/05/2019,4,7,6
pedro valdivia ,17/05/2019,4,9,7
pueblo nuevo ,17/05/2019,4,7,7
santa rosa ,17/05/2019,4,13,12
universidad ,17/05/2019,4,7,6
amanecer ,17/05/2019,5,10,9
centro ,17/05/2019,5,6,5
pedro valdivia ,17/05/2019,5,7,6
pueblo nuevo ,17/05/2019,5,4,4
santa rosa ,17/05/2019,5,11,9
universidad ,17/05/2019,5,9,8
amanecer ,17/05/2019,6,12,12
centro ,17/05/2019,6,8,7
pedro valdivia ,17/05/2019,6,15,14
pueblo nuevo ,17/05/2019,6,10,9
santa rosa ,17/05/2019,6,15,14
universidad ,17/05/2019,6,7,6
amanecer ,17/05/2019,7,57,55
centro ,17/05/2019,7,14,13
pedro valdivia ,17/05/2019,7,58,54
pueblo nuevo ,17/05/2019,7,13,11
santa rosa ,17/05/2019,7,22,19
universidad ,17/05/2019,7,7,6
amanecer ,17/05/2019,8,48,47
centro ,17/05/2019,8,19,18
pedro valdivia ,17/05/2019,8,37,35
pueblo nuevo ,17/05/2019,8,19,17
santa rosa ,17/05/2019,8,75,66
universidad ,17/05/2019,8,10,9
amanecer ,17/05/2019,9,45,44
centro ,17/05/2019,9,9,8
pedro valdivia ,17/05/2019,9,22,21
pueblo nuevo ,17/05/2019,9,47,42
santa rosa ,17/05/2019,9,85,76
universidad ,17/05/2019,9,13,12
amanecer ,17/05/2019,10,49,48
centro ,17/05/2019,10,8,7
pedro valdivia ,17/05/2019,10,32,29
pueblo nuevo ,17/05/2019,10,30,28
santa rosa ,17/05/2019,10,109,97
universidad ,17/05/2019,10,22,21
amanecer ,17/05/2019,11,62,61
centro ,17/05/2019,11,10,9
pedro valdivia ,17/05/2019,11,25,24
pueblo nuevo ,17/05/2019,11,46,42
santa rosa ,17/05/2019,11,80,71
universidad ,17/05/2019,11,18,17
amanecer ,17/05/2019,12,36,35
centro ,17/05/2019,12,10,9
pedro valdivia ,17/05/2019,12,21,20
pueblo nuevo ,17/05/2019,12,28,25
santa rosa ,17/05/2019,12,40,34
universidad ,17/05/2019,12,21,20
amanecer ,17/05/2019,13,41,40
centro ,17/05/2019,13,12,10
pedro valdivia ,17/05/2019,13,19,18
pueblo nuevo ,17/05/2019,13,6,5
santa rosa ,17/05/2019,13,30,27
universidad ,17/05/2019,13,24,22
amanecer ,17/05/2019,14,37,36
centro ,17/05/2019,14,9,8
pedro valdivia ,17/05/2019,14,16,14
pueblo nuevo ,17/05/2019,14,13,10
santa rosa ,17/05/2019,14,32,27
universidad ,17/05/2019,14,13,12
amanecer ,17/05/2019,15,31,30
centro ,17/05/2019,15,8,6
pedro valdivia ,17/05/2019,15,12,10
pueblo nuevo ,17/05/2019,15,19,16
santa rosa ,17/05/2019,15,23,20
universidad ,17/05/2019,15,9,8
amanecer ,17/05/2019,16,62,59
centro ,17/05/2019,16,13,11
pedro valdivia ,17/05/2019,16,14,13
pueblo nuevo ,17/05/2019,16,18,16
santa rosa ,17/05/2019,16,34,28
universidad ,17/05/2019,16,10,9
amanecer ,17/05/2019,17,63,61
centro ,17/05/2019,17,20,18
pedro valdivia ,17/05/2019,17,35,32
pueblo nuevo ,17/05/2019,17,71,64
santa rosa ,17/05/2019,17,56,47
universidad ,17/05/2019,17,9,8
amanecer ,17/05/2019,18,216,202
centro ,17/05/2019,18,22,20
pedro valdivia ,17/05/2019,18,132,125
pueblo nuevo ,17/05/2019,18,68,61
santa rosa ,17/05/2019,18,207,180
universidad ,17/05/2019,18,11,10
amanecer ,17/05/2019,19,435,410
centro ,17/05/2019,19,55,51
pedro valdivia ,17/05/2019,19,150,141
pueblo nuevo ,17/05/2019,19,53,49
santa rosa ,17/05/2019,19,369,309
universidad ,17/05/2019,19,21,20
amanecer ,17/05/2019,20,511,476
centro ,17/05/2019,20,86,80
pedro valdivia ,17/05/2019,20,114,108
pueblo nuevo ,17/05/2019,20,57,52
santa rosa ,17/05/2019,20,647,534
universidad ,17/05/2019,20,38,36
amanecer ,17/05/2019,21,492,457
centro ,17/05/2019,21,216,199
pedro valdivia ,17/05/2019,21,345,320
pueblo nuevo ,17/05/2019,21,114,102
santa rosa ,17/05/2019,21,876,819
universidad ,17/05/2019,21,131,128
amanecer ,17/05/2019,22,433,398
centro ,17/05/2019,22,259,238
pedro valdivia ,17/05/2019,22,275,256
pueblo nuevo ,17/05/2019,22,326,297
santa rosa ,17/05/2019,22,964,944
universidad ,17/05/2019,22,211,207
amanecer ,17/05/2019,23,516,472
centro ,17/05/2019,23,159,146
pedro valdivia ,17/05/2019,23,387,354
pueblo nuevo ,17/05/2019,23,247,229
santa rosa ,17/05/2019,23,519,432
universidad ,17/05/2019,23,160,156
amanecer ,18/05/2019,0,281,261
centro ,18/05/2019,0,58,53
pedro valdivia ,18/05/2019,0,189,176
pueblo nuevo ,18/05/2019,0,149,136
santa rosa ,18/05/2019,0,348,286
universidad ,18/05/2019,0,164,161
amanecer ,18/05/2019,1,414,379
centro ,18/05/2019,1,60,55
pedro valdivia ,18/05/2019,1,315,288
pueblo nuevo ,18/05/2019,1,173,156
santa rosa ,18/05/2019,1,477,384
universidad ,18/05/2019,1,130,127
amanecer ,18/05/2019,2,526,479
centro ,18/05/2019,2,81,74
pedro valdivia ,18/05/2019,2,211,195
pueblo nuevo ,18/05/2019,2,191,175
santa rosa ,18/05/2019,2,379,317
universidad ,18/05/2019,2,54,52
amanecer ,18/05/2019,3,95,91
centro ,18/05/2019,3,57,52
pedro valdivia ,18/05/2019,3,173,158
pueblo nuevo ,18/05/2019,3,51,44
santa rosa ,18/05/2019,3,92,80
universidad ,18/05/2019,3,68,66
amanecer ,18/05/2019,4,39,37
centro ,18/05/2019,4,30,27
pedro valdivia ,18/05/2019,4,118,107
pueblo nuevo ,18/05/2019,4,40,35
santa rosa ,18/05/2019,4,53,47
universidad ,18/05/2019,4,70,68
amanecer ,18/05/2019,5,28,26
centro ,18/05/2019,5,27,25
pedro valdivia ,18/05/2019,5,62,55
pueblo nuevo ,18/05/2019,5,30,27
santa rosa ,18/05/2019,5,44,37
universidad ,18/05/2019,5,46,44
amanecer ,18/05/2019,6,22,22
centro ,18/05/2019,6,33,30
pedro valdivia ,18/05/2019,6,41,36
pueblo nuevo ,18/05/2019,6,41,37
santa rosa ,18/05/2019,6,61,51
universidad ,18/05/2019,6,23,21
amanecer ,18/05/2019,7,20,19
centro ,18/05/2019,7,24,21
pedro valdivia ,18/05/2019,7,30,27
pueblo nuevo ,18/05/2019,7,31,28
santa rosa ,18/05/2019,7,42,36
universidad ,18/05/2019,7,19,18
